ZIP,YEAR,AMPUTATIONS
25841,2017,*
26237,2019,*
25054,2020,*
25054,2017,*
25142,2017,*
24924,2020,*
25243,2019,*
25243,2018,*
25169,2020,*
25169,2018,*
25169,2017,*
25818,2020,*
25818,2017,*
25820,2020,*
25820,2018,*
25214,2020,*
25214,2019,*
25214,2018,*
26222,2018,*
25214,2017,*
26222,2017,*
26585,2017,*
26075,2018,*
26075,2017,*
25148,2016,*
25873,2019,*
25873,2018,*
25634,2019,*
25634,2018,*
26563,2017,*
24867,2020,*
24715,2017,*
24715,2016,*
25868,2019,*
25868,2018,*
25868,2017,*
25932,2017,*
25057,2020,*
25057,2019,*
25057,2017,*
25057,2016,*
25837,2019,*
25837,2017,*
25030,2020,*
25030,2019,*
25161,2019,*
26148,2019,*
26676,2019,*
26323,2019,*
26323,2018,*
26323,2016,*
25836,2019,*
25836,2017,*
24935,2018,*
26562,2020,*
26562,2019,*
25632,2017,*
24881,2017,*
24881,2016,*
24716,2018,*
24869,2018,12
25849,2020,*
25849,2019,*
25849,2018,*
25904,2020,*
25904,2019,*
24981,2020,*
24981,2019,*
24981,2018,*
24981,2017,*
25205,2016,*
25022,2018,*
25928,2020,*
25928,2019,*
26285,2020,*
26285,2017,*
26680,2016,*
26680,2020,*
25060,2019,*
25060,2018,*
24882,2020,*
25049,2020,*
24882,2019,*
24882,2017,*
25049,2016,*
25846,2019,*
25846,2018,*
25846,2017,*
25846,2016,*
25839,2020,*
26276,2020,*
25839,2019,*
25839,2018,*
26276,2018,*
25839,2017,*
25839,2016,*
26321,2020,*
26321,2016,*
24884,2020,*
25093,2018,*
26267,2020,*
26267,2019,*
26629,2016,*
26629,2018,*
26629,2017,*
25864,2020,*
25864,2019,*
25864,2016,*
25103,2020,*
25103,2019,*
26631,2020,*
25134,2018,*
24945,2020,*
24945,2018,*
25110,2020,*
26521,2020,*
26521,2018,*
25076,2019,*
25076,2017,*
26325,2019,*
25021,2020,*
25922,2020,*
25021,2019,*
25021,2017,*
25028,2017,*
25028,2016,*
26572,2016,*
25206,2016,*
25114,2016,*
25690,2016,*
26224,2020,*
26817,2019,*
24847,2019,*
24847,2016,*
25855,2020,*
25108,2019,*
25855,2019,*
25108,2018,*
25855,2018,*
25108,2017,*
25855,2017,*
26343,2018,*
26656,2018,*
26656,2017,*
25540,2019,*
25540,2018,*
25540,2017,*
25540,2016,*
26263,2019,*
25264,2020,*
25264,2017,*
26611,2020,*
26611,2018,*
26178,2016,*
25149,2019,*
25149,2017,*
26217,2020,*
26217,2016,*
25650,2020,*
25650,2017,*
26424,2017,*
25624,2017,*
25624,2016,*
26342,2019,*
26342,2018,*
26342,2017,*
25628,2017,*
25826,2017,*
26254,2020,*
25902,2018,*
26138,2016,*
24737,2018,*
24737,2017,*
26291,2016,*
26560,2017,*
25696,2020,*
25696,2019,*
25696,2018,*
25047,2017,*
25156,2020,*
25156,2019,*
25156,2018,*
25036,2018,*
24731,2019,*
24731,2018,*
24813,2019,*
25005,2020,*
25005,2019,*
24957,2018,*
24848,2016,*
25005,2016,*
25862,2017,*
25908,2020,*
25908,2019,*
24831,2018,*
26638,2017,*
25261,2020,*
24894,2018,*
24894,2016,*
25119,2019,*
25119,2017,*
25699,2017,*
24927,2020,*
24927,2018,*
24927,2016,*
24830,2019,*
26349,2016,*
25989,2020,*
25989,2017,*
26296,2019,*
25180,2018,*
25180,2016,*
25911,2020,*
25911,2019,*
25911,2018,*
25132,2019,*
26438,2019,*
26230,2018,*
26266,2020,*
24843,2018,*
24843,2016,*
25048,2020,*
24898,2019,*
25048,2018,*
25201,2017,*
25811,2018,*
25811,2017,*
25853,2020,*
25853,2019,*
