ZIP,YEAR,AMPUTATIONS
29323,2018,9
29323,2019,11
29323,2020,17
29492,2018,7
29560,2016,5
29560,2017,7
29560,2018,8
29560,2019,10
29936,2016,5
29936,2018,7
29936,2019,17
29936,2020,6
29620,2016,10
29620,2017,6
29620,2018,5
29620,2019,7
29620,2020,6
29033,2016,13
29033,2017,7
29033,2018,16
29033,2020,9
29626,2016,6
29626,2018,9
29626,2019,7
29626,2020,7
29601,2016,12
29601,2017,10
29601,2018,11
29672,2016,5
29829,2018,7
29669,2016,10
29669,2017,6
29669,2018,7
29669,2019,22
29669,2020,14
29010,2016,5
29010,2017,13
29010,2018,5
29010,2019,20
29010,2020,16
29161,2017,8
29161,2018,12
29161,2019,15
29556,2016,5
29556,2017,17
29556,2018,7
29556,2019,15
29556,2020,10
29691,2019,5
29365,2018,8
29920,2016,8
29920,2017,9
29920,2018,8
29920,2019,8
29920,2020,8
29812,2016,7
29812,2017,12
29812,2018,10
29812,2019,14
29812,2020,6
29138,2016,5
29138,2017,7
29138,2018,10
29138,2019,11
29138,2020,9
29702,2016,5
29702,2017,6
29574,2016,14
29574,2017,14
29574,2018,26
29574,2019,16
29574,2020,8
29006,2017,11
29006,2018,6
29006,2019,7
29067,2017,7
29067,2018,5
29067,2019,5
29172,2016,6
29172,2018,6
29172,2019,10
29510,2016,18
29510,2017,15
29510,2018,10
29510,2019,10
29510,2020,8
29472,2017,9
29472,2019,8
29670,2018,8
29670,2019,9
29927,2018,7
29572,2019,6
29572,2020,5
29541,2016,6
29541,2017,9
29541,2019,9
29645,2016,9
29645,2017,13
29645,2018,7
29645,2019,14
29645,2020,7
29554,2016,6
29554,2018,9
29554,2020,8
29330,2017,5
29330,2019,7
29330,2020,5
29054,2016,7
29054,2017,10
29054,2018,6
29054,2019,7
29054,2020,7
29654,2018,7
29654,2020,7
29401,2017,5
29401,2019,5
29322,2019,7
29127,2017,8
29127,2018,8
29356,2018,5
29356,2020,5
29135,2016,6
29135,2018,7
29135,2019,9
29135,2020,8
29123,2016,7
29123,2017,7
29123,2018,5
29123,2019,7
29123,2020,5
29449,2017,5
29449,2018,12
29449,2019,8
29385,2016,8
29385,2017,8
29385,2018,6
29385,2019,8
29376,2017,5
29376,2018,7
29376,2019,6
29376,2020,6
29851,2018,5
29565,2018,6
29479,2017,6
29479,2018,13
29479,2020,7
29160,2016,10
29160,2017,9
29160,2018,6
29160,2019,5
29160,2020,5
29477,2016,6
29477,2017,13
29477,2018,9
29477,2020,9
29148,2016,9
29148,2017,5
29148,2018,8
29148,2019,8
29431,2016,6
29431,2018,7
29431,2019,5
29431,2020,5
29655,2018,9
29655,2019,7
29709,2017,7
29003,2016,5
29003,2017,10
29003,2018,5
29003,2019,5
29003,2020,9
29666,2016,5
29666,2017,6
29666,2018,5
29666,2019,5
29130,2016,6
29130,2018,7
29335,2017,11
29335,2019,8
29335,2020,5
29853,2017,5
29853,2018,5
29853,2019,5
29853,2020,8
29835,2017,6
29835,2019,7
29044,2017,6
29044,2018,7
29918,2016,11
29918,2017,7
29661,2018,5
29661,2019,8
29032,2018,6
29032,2020,6
29945,2017,6
29945,2019,5
29583,2017,9
29583,2018,6
29583,2019,7
29059,2016,11
29059,2017,5
29059,2018,6
29059,2019,5
29059,2020,6
29676,2018,5
29511,2017,6
29511,2018,6
29511,2019,6
29128,2017,8
29128,2018,5
29128,2019,8
29128,2020,6
29164,2020,5
29048,2020,5
29435,2018,5
29692,2017,5
29692,2019,6
29142,2016,7
29142,2017,6
29142,2018,5
29142,2020,7
29591,2018,11
29591,2019,8
29042,2017,6
29042,2019,8
29042,2020,5
29470,2017,13
29069,2018,8
29069,2019,6
29069,2020,7
29540,2016,11
29540,2017,6
29540,2018,12
29540,2019,7
29384,2018,5
29372,2019,11
29581,2019,5
29436,2018,13
29817,2016,8
29817,2017,7
29817,2019,8
29944,2017,8
29944,2018,7
29653,2016,7
29653,2019,5
29653,2020,5
29684,2019,7
29168,2017,5
29827,2017,6
29827,2019,10
29055,2017,5
29810,2018,5
29810,2020,8
29940,2019,5
29689,2017,8
29353,2016,7
29353,2019,5
29112,2016,5
29112,2018,6
29112,2019,6
29112,2020,8
29682,2018,5
29432,2019,11
29590,2017,6
29374,2019,5
29374,2020,5
29638,2019,6
29638,2020,7
29437,2017,6
29178,2016,5
29178,2018,7
29018,2017,8
29018,2020,6
29080,2016,5
29080,2020,7
29321,2017,6
29321,2018,6
29321,2019,6
29107,2018,5
29101,2018,5
29458,2017,6
29487,2016,5
29487,2017,5
29487,2018,8
29487,2019,8
29487,2020,6
29546,2016,5
29546,2018,7
29332,2020,5
29468,2017,6
29468,2018,5
29742,2019,5
29438,2017,6
29125,2018,8
29056,2017,5
29584,2019,5
29628,2019,5
29525,2016,5
29052,2016,5
29448,2018,5
29001,2016,5
29426,2017,5
29111,2020,5
29593,2018,6
29377,2016,5
