ZIP,YEAR,AMPUTATIONS
39367,2019,16
39367,2020,8
39074,2016,5
39074,2017,*
39074,2018,10
39074,2019,13
39074,2020,15
39773,2016,7
39773,2017,8
39773,2018,10
39773,2019,11
39773,2020,17
36541,2016,1
38606,2016,7
38606,2017,6
38606,2018,7
38606,2019,10
38606,2020,*
38611,2016,3
38611,2017,8
38611,2018,9
38611,2019,8
38611,2020,7
38635,2016,6
38635,2017,7
38635,2018,7
38635,2019,6
38635,2020,*
35957,2016,0
39507,2016,7
39507,2017,14
39507,2018,13
39507,2019,12
39507,2020,*
39051,2016,3
39051,2017,19
39051,2018,*
39051,2019,15
39051,2020,25
39429,2016,5
39429,2017,*
39429,2018,17
39429,2019,18
39429,2020,9
38804,2016,2
38804,2017,*
38804,2018,6
38804,2019,10
38804,2020,*
39553,2016,4
39553,2017,16
39553,2018,13
39553,2019,16
39553,2020,6
39562,2016,1
39562,2017,*
39562,2018,10
39562,2019,7
39562,2020,8
38652,2016,4
38652,2017,6
38652,2018,10
38652,2019,*
38652,2020,6
39204,2016,6
39204,2017,6
39204,2018,22
39204,2019,23
39204,2020,16
38732,2016,2
38732,2017,12
38732,2018,10
38732,2019,*
38732,2020,8
39307,2016,11
39307,2017,8
39307,2018,9
39307,2019,14
39307,2020,8
39560,2016,2
39560,2017,7
39560,2018,*
39560,2019,10
39560,2020,*
39531,2016,7
39531,2017,13
39531,2018,10
39531,2019,12
39531,2020,16
38614,2016,5
38614,2017,12
38614,2018,12
38614,2019,17
38614,2020,*
39520,2016,6
39520,2017,7
39520,2018,7
39520,2019,17
39520,2020,7
39426,2016,1
39426,2017,*
39426,2018,*
39426,2020,*
38901,2016,6
38901,2017,7
38901,2018,9
38901,2019,17
38901,2020,13
38829,2016,6
38829,2017,10
38829,2018,*
38829,2019,9
38829,2020,10
39073,2016,5
39073,2017,*
39073,2018,8
39073,2019,8
39073,2020,15
39565,2016,5
39565,2017,11
39565,2018,13
39565,2019,8
39565,2020,12
39648,2016,6
39648,2017,11
39648,2018,19
39648,2019,10
39648,2020,15
39213,2016,6
39213,2017,19
39213,2018,16
39213,2019,32
39213,2020,17
38863,2016,3
38863,2017,6
38863,2018,7
38863,2019,15
38863,2020,12
39440,2016,6
39440,2017,14
39440,2018,14
39440,2019,15
39440,2020,11
39305,2016,6
39305,2017,15
39305,2018,14
39305,2019,*
39305,2020,9
39465,2016,6
39465,2017,*
39465,2018,6
39465,2019,18
39465,2020,10
39443,2016,8
39443,2017,10
39443,2018,16
39443,2019,11
39443,2020,9
39194,2016,8
39194,2017,8
39194,2018,19
39194,2019,21
39194,2020,13
38701,2016,6
38701,2017,6
38701,2018,7
38701,2019,24
38701,2020,22
39702,2016,8
39702,2017,13
39702,2018,11
39702,2019,12
39702,2020,9
39601,2016,7
39601,2017,8
39601,2018,10
39601,2019,15
39601,2020,12
38930,2016,5
38930,2017,11
38930,2018,18
38930,2019,20
38930,2020,30
39501,2016,16
39501,2017,20
39501,2018,31
39501,2019,29
39501,2020,22
39206,2016,5
39206,2017,17
39206,2018,25
39206,2019,24
39206,2020,12
39157,2016,4
39157,2017,*
39157,2018,10
39157,2019,10
39157,2020,14
39211,2016,4
39211,2017,*
39211,2018,*
39211,2019,*
39211,2020,6
39350,2016,32
39350,2017,36
39350,2018,45
39350,2019,57
39350,2020,43
39056,2016,4
39056,2017,11
39056,2018,9
39056,2019,10
39056,2020,8
39466,2016,4
39466,2017,8
39466,2018,*
39466,2019,10
39466,2020,11
39301,2016,18
39301,2017,17
39301,2018,35
39301,2019,29
39301,2020,19
39209,2016,14
39209,2017,23
39209,2018,34
39209,2019,29
39209,2020,17
38637,2016,5
38637,2017,11
38637,2018,13
38637,2019,12
38637,2020,14
39452,2016,8
39452,2017,*
39452,2018,13
39452,2019,10
39452,2020,11
38632,2016,5
38632,2017,*
38632,2018,10
38632,2019,10
38632,2020,11
39046,2016,9
39046,2017,18
39046,2018,39
39046,2019,29
39046,2020,19
38834,2016,8
38834,2017,16
38834,2018,20
38834,2019,18
38834,2020,19
38801,2016,9
38801,2017,10
38801,2018,7
38801,2019,16
38801,2020,16
39120,2016,11
39120,2017,27
39120,2018,17
39120,2019,17
39120,2020,22
39180,2016,14
39180,2017,23
39180,2018,29
39180,2019,35
39180,2020,21
39208,2016,13
39208,2017,21
39208,2018,18
39208,2019,15
39208,2020,20
39212,2016,7
39212,2017,18
39212,2018,22
39212,2019,27
39212,2020,17
30180,2016,0
39532,2016,5
39532,2017,12
39532,2018,25
39532,2019,16
39532,2020,12
38671,2016,8
38671,2017,12
38671,2018,11
38671,2019,16
38671,2020,12
36301,2016,0
39042,2016,4
39042,2017,17
39042,2018,13
39042,2019,21
39042,2020,19
39047,2016,0
39047,2017,7
39047,2018,6
39047,2019,8
39047,2020,6
39402,2016,6
39402,2017,8
39402,2018,13
39402,2019,17
39402,2020,9
39564,2016,12
39564,2017,23
39564,2018,16
39564,2019,11
39564,2020,20
39401,2016,10
39401,2017,18
39401,2018,23
39401,2019,22
39401,2020,29
39110,2016,2
39110,2017,8
39110,2018,8
39110,2019,8
39110,2020,*
38655,2016,4
38655,2017,11
38655,2018,*
38655,2019,14
38655,2020,6
39759,2016,8
39759,2017,17
39759,2018,15
39759,2019,17
39759,2020,13
38654,2016,6
38654,2017,11
38654,2018,10
38654,2019,7
38654,2020,10
39503,2016,14
39503,2017,22
39503,2018,25
39503,2019,25
39503,2020,29
3820,2016,0
32802,2016,1
38061,2016,0
38106,2016,0
38108,2016,0
38109,2016,0
38111,2016,0
38114,2016,1
38116,2016,3
38118,2016,0
38135,2016,1
38372,2016,1
38375,2016,2
38602,2016,0
38803,2016,0
38835,2016,3
38935,2016,1
39098,2016,1
39163,2016,1
39205,2016,1
39207,2016,1
39210,2016,1
39302,2016,0
39404,2016,0
39441,2016,1
39502,2016,1
39505,2016,1
39533,2016,0
39535,2016,1
39552,2016,0
39558,2016,0
39568,2016,0
39602,2016,0
54935,2016,0
60653,2016,0
70003,2016,0
70444,2016,0
70452,2016,1
70510,2016,1
71254,2016,1
71269,2016,0
71282,2016,0
71334,2016,0
71373,2016,3
71375,2016,0
71640,2016,0
71653,2016,0
72058,2016,0
72301,2016,0
72376,2016,1
77082,2016,0
77983,2016,0
92392,2016,0
38802,2017,*
38835,2017,*
38839,2017,*
38902,2017,*
39060,2017,*
39121,2017,*
39148,2017,*
39161,2017,*
39210,2017,*
39284,2017,*
39289,2017,*
39441,2017,*
39442,2017,*
39502,2017,*
39521,2017,*
39533,2017,*
39535,2017,*
39552,2017,*
39566,2017,*
39568,2017,*
39569,2017,*
39649,2017,*
38902,2018,*
39060,2018,*
39182,2018,*
39286,2018,*
39289,2018,*
39302,2018,*
39304,2018,*
39442,2018,*
39505,2018,*
39521,2018,*
39533,2018,*
39552,2018,*
39602,2018,*
38802,2019,*
38803,2019,*
38825,2019,*
38839,2019,*
39060,2019,*
39181,2019,*
39182,2019,*
39289,2019,*
39403,2019,*
39441,2019,*
39505,2019,*
39506,2019,*
39552,2019,*
39558,2019,*
39568,2019,*
39602,2019,*
38634,2020,*
38835,2020,*
38959,2020,*
39122,2020,*
39163,2020,*
39284,2020,*
39286,2020,*
39303,2020,*
39442,2020,*
39457,2020,*
39521,2020,*
39552,2020,*
