ZIP,YEAR,AMPUTATIONS
33954,2020,*
33954,2016,6
34453,2017,*
34453,2018,9
34453,2019,8
34453,2020,*
34453,2016,5
34450,2017,12
34450,2018,*
34450,2019,7
34450,2020,7
34450,2016,9
32148,2017,14
32148,2018,12
32148,2019,18
32148,2020,8
32148,2016,6
34996,2017,*
34996,2018,*
34996,2019,*
34996,2020,*
34996,2016,*
33037,2017,9
33037,2018,5
33037,2020,5
33037,2016,*
32407,2017,*
32407,2018,*
32407,2019,*
32407,2020,5
32407,2016,6
32736,2017,*
32736,2018,7
32736,2019,*
32736,2020,*
32736,2016,*
32754,2017,*
32754,2018,5
32754,2019,6
32754,2020,10
32754,2016,6
33859,2017,6
33859,2018,8
33859,2019,10
33859,2020,7
33859,2016,6
33843,2017,6
33843,2018,8
33843,2019,10
33843,2020,10
33843,2016,11
32446,2017,*
32446,2018,*
32446,2019,*
32446,2020,13
32446,2016,6
32501,2017,12
32501,2018,13
32501,2019,18
32501,2020,15
32501,2016,12
32640,2017,9
32640,2018,6
32640,2019,*
32640,2020,10
32640,2016,5
32333,2017,*
32333,2018,5
32333,2019,6
32333,2020,11
32333,2016,5
32340,2017,*
32340,2018,6
32340,2019,6
32340,2020,*
32340,2016,5
34461,2017,9
34461,2018,7
34461,2019,*
34461,2020,13
34461,2016,7
33981,2017,5
33981,2018,6
33981,2019,8
33981,2020,9
33981,2016,*
34690,2017,10
34690,2018,8
34690,2019,11
34690,2020,15
34690,2016,6
33955,2017,*
33955,2018,*
33955,2019,*
33955,2020,*
33955,2016,*
34240,2017,*
34240,2018,*
34240,2019,*
34240,2020,9
34240,2016,*
34288,2017,*
34288,2018,*
34288,2019,7
34288,2020,*
34288,2016,*
32222,2017,9
32222,2018,5
32222,2019,6
32222,2020,6
32222,2016,*
33875,2017,5
33875,2018,6
33875,2019,*
33875,2020,10
33875,2016,*
33592,2017,*
33592,2018,9
33592,2019,5
33592,2020,7
33592,2016,8
34102,2017,6
34102,2018,*
34102,2019,*
34102,2020,*
